15648	3156	0.2017
280116	161608	0.5769
2360	1416	0.6000
3280	2040	0.6220
408	264	0.6471
1665952288	1082247064	0.6496
65368	43976	0.6727
51389936	35467980	0.6902
132956	97132	0.7306
77966352	57799972	0.7413
2424	1804	0.7442
2513676	1885900	0.7503
4732	3672	0.7760
480	376	0.7833
3436	2760	0.8033
41156	33072	0.8036
246212	198576	0.8065
1560	1268	0.8128
1348	1096	0.8131
85487468	70707352	0.8271
928	780	0.8405
144572	122076	0.8444
416	352	0.8462
496	420	0.8468
392	332	0.8469
416	356	0.8558
1060	908	0.8566
114284	98412	0.8611
2076	1792	0.8632
13152	11372	0.8647
154416	133828	0.8667
5537428	4829700	0.8722
12564	10960	0.8723
1260	1100	0.8730
67336	59020	0.8765
5108	4488	0.8786
30460	26772	0.8789
564	496	0.8794
6722964	5955812	0.8859
1652	1468	0.8886
28624	25536	0.8921
19196	17216	0.8969
643260	580220	0.9020
1088	984	0.9044
50276	45624	0.9075
1572388	1429160	0.9089
1927012	1754924	0.9107
4532	4128	0.9109
4128	3760	0.9109
920	844	0.9174
1476	1356	0.9187
640	588	0.9188
564	520	0.9220
4228	3900	0.9224
64664	59652	0.9225
5540	5112	0.9227
636	588	0.9245
192331000	177888388	0.9249
16600	15384	0.9267
884	820	0.9276
392	364	0.9286
71544	66588	0.9307
752	700	0.9309
580	540	0.9310
1688	1572	0.9313
816	760	0.9314
23116908	21560652	0.9327
716	668	0.9330
3180	2968	0.9333
488	456	0.9344
16424	15348	0.9345
68144	63712	0.9350
2000268	1875324	0.9375
1540	1444	0.9377
125764	117940	0.9378
1508	1416	0.9390
1528	1436	0.9398
16760	15752	0.9399
608	572	0.9408
412	388	0.9417
2208	2080	0.9420
844	796	0.9431
15337268	14475444	0.9438
2424	2288	0.9439
13144	12412	0.9443
216	204	0.9444
10108	9548	0.9446
97608	92256	0.9452
258159140	244012336	0.9452
512	484	0.9453
520	492	0.9462
88404	83644	0.9462
7304	6912	0.9463
3808	3604	0.9464
6492	6144	0.9464
540	512	0.9481
1908	1812	0.9497
404	384	0.9505
14472	13768	0.9514
63880	60804	0.9518
59516	56708	0.9528
340	324	0.9529
96916	92428	0.9537
46008	43888	0.9539
3308	3156	0.9541
716	684	0.9553
12372	11824	0.9557
1100	1052	0.9564
34625464	33120712	0.9565
24460	23396	0.9565
1480	1416	0.9568
748	716	0.9572
11332	10856	0.9580
16668	15976	0.9585
12884	12356	0.9590
488	468	0.9590
392	376	0.9592
13600524	13053756	0.9598
26348	25320	0.9610
732	704	0.9617
7688824	7395284	0.9618
72184	69464	0.9623
1280	1232	0.9625
5552	5344	0.9625
114760	110468	0.9626
34266392	32986680	0.9627
1415564	1363432	0.9632
2392	2304	0.9632
75384	72632	0.9635
145532	140228	0.9636
31428	30308	0.9644
88136	85008	0.9645
204772	197544	0.9647
796	768	0.9648
796	768	0.9648
1380	1332	0.9652
1620	1564	0.9654
167140	161352	0.9654
22076	21328	0.9661
2508	2424	0.9665
26667196	25789984	0.9671
736	712	0.9674
8860	8572	0.9675
15116	14640	0.9685
26577776	25746924	0.9687
8701836	8432336	0.9690
11267612	10929288	0.9700
11269744	10931164	0.9700
672	652	0.9702
34220484	33211472	0.9705
9072768	8807392	0.9708
4164752	4045804	0.9714
420	408	0.9714
704	684	0.9716
5687188	5527728	0.9720
2704488	2629220	0.9722
28342748	27561092	0.9724
6228	6056	0.9724
436	424	0.9725
584	568	0.9726
1208	1176	0.9735
1544	1504	0.9741
10088504	9828148	0.9742
624	608	0.9744
33040	32196	0.9745
12118032	11810504	0.9746
1756	1712	0.9749
1300	1268	0.9754
1304	1272	0.9755
2320	2264	0.9759
3552	3468	0.9764
8037116	7863404	0.9784
4920	4816	0.9789
2280	2232	0.9789
6687364	6552184	0.9798
796	780	0.9799
26548	26024	0.9803
608	596	0.9803
816	800	0.9804
240096	235392	0.9804
1440	1412	0.9806
424	416	0.9811
2996	2940	0.9813
60196	59108	0.9819
37468	36788	0.9819
14348292	14089188	0.9819
8335848	8186516	0.9821
29088	28572	0.9823
19926172	19581432	0.9827
3056	3004	0.9830
3212	3160	0.9838
3118552	3068196	0.9839
1260	1240	0.9841
2268	2232	0.9841
2065980	2033336	0.9842
9072212	8931320	0.9845
11947072	11762448	0.9845
8668728	8534936	0.9846
1300	1280	0.9846
33626904	33111616	0.9847
10083624	9931336	0.9849
3448	3396	0.9849
9044	8908	0.9850
544	536	0.9853
3380	3332	0.9858
3932	3876	0.9858
19963620	19679868	0.9858
4232	4172	0.9858
1580	1560	0.9873
64804	63980	0.9873
10585224	10450692	0.9873
648	640	0.9877
1964	1940	0.9878
50370164	49768348	0.9881
7456052	7371672	0.9887
4275464	4228044	0.9889
1531944	1515144	0.9890
2592800	2564452	0.9891
10195648	10089648	0.9896
7680	7600	0.9896
11038404	10926032	0.9898
800	792	0.9900
800	792	0.9900
2012	1992	0.9901
5038660	4989952	0.9903
5311412	5260884	0.9905
47506188	47055416	0.9905
22027080	21821520	0.9907
444	440	0.9910
1224736	1213880	0.9911
10104605	10016904	0.9913
12067160	11961724	0.9913
48972376	48550968	0.9914
14912	14784	0.9914
3392052	3363244	0.9915
2330488	2310580	0.9915
25100	24892	0.9917
110616	109768	0.9923
22034004	21865788	0.9924
106744	105944	0.9925
3348	3324	0.9928
30420	30200	0.9928
564	560	0.9929
3068284	3046712	0.9930
1748	1736	0.9931
10820748	10745736	0.9931
5040	5008	0.9937
86249276	85705968	0.9937
1260	1252	0.9937
3103892	3084580	0.9938
5851992	5816300	0.9939
4830472	4802736	0.9943
10503078264	10444248180	0.9944
21942720	21822500	0.9945
4091620	4070388	0.9948
1559292	1551636	0.9951
832	828	0.9952
3344	3328	0.9952
7884	7848	0.9954
6096	6068	0.9954
12065740	12010136	0.9954
892	888	0.9955
9984	9944	0.9960
2146560	2138116	0.9961
6156	6132	0.9961
2240	2232	0.9964
12392	12348	0.9964
518160	516328	0.9965
332292	331188	0.9967
11529000	11490544	0.9967
75284	75032	0.9967
10482886456	10450980996	0.9970
149836	149404	0.9971
46876140	46738716	0.9971
22396	22332	0.9971
11337680	11306220	0.9972
2603830392	2596984004	0.9974
3396	3388	0.9976
3652	3644	0.9978
1275292	1272488	0.9978
4708676	4698372	0.9978
4711284	4700836	0.9978
4043676	4035116	0.9979
3768	3760	0.9979
8427248	8409312	0.9979
1408704	1405956	0.9980
7192828	7179312	0.9981
152952	152664	0.9981
2220	2216	0.9982
558160	557128	0.9982
4648	4640	0.9983
3389268	3383868	0.9984
25156	25116	0.9984
46772	46696	0.9984
2528	2524	0.9984
15668	15644	0.9985
11334552	11317204	0.9985
953184	951744	0.9985
2476996	2473532	0.9986
8563140	8550876	0.9986
5173216	5166220	0.9986
2800	2796	0.9986
9636	9624	0.9988
3628	3624	0.9989
318916	318576	0.9989
7175360	7167220	0.9989
2282920	2280356	0.9989
99252	99156	0.9990
19820	19800	0.9990
159208	159044	0.9990
4092408	4088316	0.9990
84900	84844	0.9993
16052	16040	0.9993
113094704	113026136	0.9994
5620360	5616880	0.9994
159504220	159409780	0.9994
22572	22560	0.9995
2690788	2689336	0.9995
72815300	72786888	0.9996
9560	9556	0.9996
35632	35620	0.9997
139516	139492	0.9998
21556	21552	0.9998
2726260	2725864	0.9999
345512	345484	0.9999
272992	272968	0.9999
32936292	32932776	0.9999
34056	34052	0.9999
1048	1048	1.0000
29332	29332	1.0000
500	500	1.0000
348	348	1.0000
844	844	1.0000
160108	160108	1.0000
540	540	1.0000
1580	1580	1.0000
1348	1348	1.0000
736	736	1.0000
564	564	1.0000
500	500	1.0000
3024	3024	1.0000
1852	1852	1.0000
598280	598288	1.0000
160036	160032	1.0000
96032	96032	1.0000
564	564	1.0000
724	724	1.0000
560	560	1.0000
348	348	1.0000
32	32	1.0000
3116	3116	1.0000
209084	209084	1.0000
230726868	230729460	1.0000
1752764	1752824	1.0000
1105992	1105952	1.0000
3760	3760	1.0000
7164708	7164444	1.0000
528	528	1.0000
348	348	1.0000
4832	4832	1.0000
540	540	1.0000
284	284	1.0000
9056	9056	1.0000
492	492	1.0000
3504	3504	1.0000
960	960	1.0000
1336260	1336296	1.0000
3000484	3000732	1.0001
4697972	4698412	1.0001
1156758979	1156826491	1.0001
2056712	2056924	1.0001
58731164	58734972	1.0001
11846744	11847704	1.0001
2546068	2546532	1.0002
285280	285324	1.0002
23960	23964	1.0002
139056	139096	1.0003
966708872	967044148	1.0003
4898116	4899588	1.0003
23888	23896	1.0003
115136	115184	1.0004
58610620	58635164	1.0004
533180	533404	1.0004
535712	535920	1.0004
128144	128208	1.0005
8028	8032	1.0005
34072	34088	1.0005
7169856	7174032	1.0006
6340	6344	1.0006
153236	153328	1.0006
6400	6404	1.0006
96032	96104	1.0007
37234944	37261928	1.0007
4732	4736	1.0008
285756	285992	1.0008
9874604	9883080	1.0009
40244103432	40279586228	1.0009
8005180	8012792	1.0010
48780	48832	1.0011
67340	67420	1.0012
36077636	36121040	1.0012
20160	20184	1.0012
1405348	1407176	1.0013
4667412	4673652	1.0013
9215168	9227720	1.0014
5674436	5683076	1.0015
2346028	2349788	1.0016
16540	16568	1.0017
44296	44372	1.0017
34276	34336	1.0018
18260	18292	1.0018
2268	2272	1.0018
8218533339	8234263848	1.0019
158907720	159225688	1.0020
497664	498660	1.0020
4080	4088	1.0020
11516	11540	1.0021
6133392	6146052	1.0021
2890584	2896792	1.0021
1338296	1341068	1.0021
4069175	4078147	1.0022
417120	418032	1.0022
8878572	8898572	1.0023
24280	24336	1.0023
442020	443040	1.0023
20628	20676	1.0023
282856	283508	1.0023
3316	3324	1.0024
6484	6500	1.0025
897248	899500	1.0025
4728	4740	1.0025
1564	1568	1.0026
30488	30568	1.0026
5196204	5210300	1.0027
1460	1464	1.0027
1460	1464	1.0027
3039144	3047256	1.0027
109904	110196	1.0027
149560	149972	1.0028
249276	249968	1.0028
321654968	322558536	1.0028
22024	22088	1.0029
6952	6972	1.0029
1312	1316	1.0030
